	F-50179122-003S	F-50179079-003S	F-50179110-003S	F-50179085-003S	F-50179129-003S	F-50179112-003S	F-50179108-003S	F-50179123-003S	F-50179133-003S	F-50179114-003S	F-50179131-003S	F-50179101-003S	F-50179077-003S	F-50179097-003S	F-50179087-003S	F-50179099-003S	F-50179071-003S	F-50179118-003S	F-50179125-003S	F-50179116-003S	F-50179106-003S	F-50179137-003S	F-50179127-003S	F-50179075-003S	F-50179083-003S	F-50179091-003S	F-50179135-003S	F-50179139-003S	F-50179120-003S	F-50179081-003S	F-50179105-003S	F-50179095-003S	F-50179089-003S	F-50179093-003S	F-50179073-003S
leucylhydroxyproline*	0.2696	0.4352	0.2681	10.1681	7.4999	0.7574	3.0235	0.6053	1.3662	0.902	0.889	0.2601	0.6152	0.3323	0.3949	0.2492	0.3331	0.582	0.8066	1.2817	0.2905	1.4171	0.7069	1.4056	0.2401	0.5891	0.1839	0.3749	0.2592	0.6663	2.7125	0.3239	0.4907	0.3574	0.4453
alanylleucine	1.2229	0.8794	2.6626	4.6344	4.5326	1.9426	4.4471	2.4728	4.2995	2.488	4.961	0.9998	2.0806	0.7238	0.9064	2.7272	2.1183	0.403	4.2858	4.3218	1.9937	2.7251	2.8832	6.5795	1.8891	2.9375	2.0908	1.8515	1.6573	3.4215	3.1699	3.0059	4.0528	2.2039	1.9324
cyclo(pro-sulfo-tyr)*	0.1404	0.1404	0.185	0.4085	0.1569	0.1404	0.1404	2.4116	1.0	0.1404	1.9193	0.1404	0.1404	0.1404	0.1404	0.1404	0.1404	0.1404	0.2049	2.3308	0.1404	4.1038	0.3705	1.0	0.1404	0.1404	1.1683	0.4691	0.1404	0.3394	0.1404	1.032	1.5144	0.1404	0.1404
glycylisoleucine	0.438	0.1822	0.6439	1.8021	3.5337	1.3097	1.6302	2.0439	1.2634	1.0877	2.6294	0.7551	0.5693	0.1715	0.1328	1.4508	0.9091	4.0629	2.1094	1.2351	1.1597	3.8493	0.9713	3.1554	0.4233	0.9874	1.5038	2.3291	0.4263	2.17	5.7458	2.1992	3.622	0.7743	1.0356
glycylleucine	0.9222	0.4686	1.1509	2.5391	4.3436	1.9083	3.1163	2.7932	2.4655	1.4026	2.7885	1.0803	1.1635	0.3516	0.4491	1.9086	1.0255	3.2169	2.7838	1.9033	1.1935	2.8535	1.6638	3.4318	0.8984	1.2635	1.8294	2.9855	0.8445	2.2729	4.4603	1.7828	3.7623	1.1201	1.1447
glycylvaline	0.9539	0.6233	1.0021	2.1276	5.0541	1.9694	2.6414	2.1529	2.0625	1.5424	2.3838	0.8945	1.0428	0.4986	0.5469	2.0517	1.1634	2.4603	2.4484	1.5286	1.2389	2.9448	1.4605	2.6559	0.8113	1.3859	1.7894	2.6003	0.9427	1.9735	4.7559	1.6119	3.2321	1.0414	1.2349
isoleucylglycine	0.6492	0.4531	0.7182	1.3402	4.4958	1.4046	2.3823	2.2421	2.7249	1.2433	1.4764	0.9799	0.8251	0.6156	0.5434	1.3262	1.2841	0.7851	1.5188	1.454	0.9867	0.9993	0.9901	2.3116	0.7231	1.598	1.2118	1.8287	0.9905	1.4945	1.4346	1.1171	2.0927	0.9376	0.9306
leucylalanine	0.9076	0.8573	1.1276	2.9605	11.0328	1.5189	2.1461	3.599	8.1284	1.2014	5.3519	0.9916	0.9124	0.9912	0.3849	1.586	1.6273	0.1761	2.7402	5.6371	1.3638	3.5167	1.3384	8.6426	1.9305	1.2503	0.6592	0.8571	1.1949	5.1819	4.0544	6.3976	4.9122	1.9373	1.6108
leucylglycine	0.7597	0.5004	1.1159	2.2682	4.1062	1.3863	2.6878	2.2368	3.077	1.729	1.738	0.8719	1.0055	0.6865	0.6451	1.7921	1.2388	0.1636	1.7912	1.9254	1.2584	1.5346	1.4974	2.9582	1.007	1.6992	1.5376	1.352	1.1149	1.9991	1.9639	1.7419	2.2736	1.4952	1.3417
lysylleucine	1.6026	0.7094	2.4108	3.9348	3.9804	2.1119	2.2294	1.9999	3.1865	1.6512	3.4792	1.2859	2.161	0.671	0.9839	2.9718	1.895	0.5323	3.0684	3.5911	1.4703	2.3185	1.8907	4.485	1.3406	2.6767	2.4244	1.9041	1.2491	1.916	4.2975	2.1003	3.8485	1.3674	1.9825
phenylalanylalanine	0.8612	0.8475	3.2534	6.213	6.5108	2.1514	4.857	2.48	5.7045	2.6082	4.971	0.6402	2.721	0.8453	1.1618	2.3079	1.66	0.208	4.5393	4.7695	2.0305	2.6861	3.4499	6.0056	2.0859	3.2933	1.7626	1.0436	1.7708	3.2542	4.1742	3.3917	3.0367	2.6079	2.639
phenylalanylglycine	1.2875	1.072	2.3882	4.9794	5.7663	3.0948	5.1126	3.6913	5.0462	3.1393	4.2139	0.9848	2.68	0.8959	1.136	2.8164	1.8977	0.2893	4.6432	3.1079	2.0893	3.0832	3.0708	5.0006	1.6125	3.2239	2.1983	1.7441	1.6074	3.61	5.0526	1.9829	3.5539	1.907	2.6286
threonylphenylalanine	2.1282	1.0088	1.9142	3.0782	3.1222	2.2804	3.3546	1.1914	4.6771	1.9525	4.2394	0.4679	2.7322	0.9995	1.1569	2.7118	2.122	0.1401	3.2742	4.3028	2.2177	1.6325	2.3694	4.6762	2.0216	4.4778	0.7735	1.2035	2.1598	1.7277	3.0211	2.0272	4.0504	2.8341	2.7937
tryptophylglycine	0.852	2.1919	1.1865	3.473	3.2453	2.104	2.5524	1.8303	2.6537	1.6373	2.6289	0.99	1.8333	1.3672	2.0923	1.8594	1.2844	0.7583	2.7758	2.4995	1.53	2.0361	1.9383	3.5762	1.5188	1.8961	1.4584	1.1697	1.7275	1.5389	5.042	2.1548	2.9836	1.8603	1.3882
tyrosylglycine	0.9175	0.7614	2.0359	2.7705	5.7747	2.4113	4.3291	2.385	3.8197	2.1842	3.135	0.9838	2.2657	0.8517	0.8637	2.4733	1.4137	0.6872	3.9601	2.6232	2.0769	3.6436	2.1911	3.2832	1.72	2.801	2.6746	2.4298	1.2631	3.2074	2.9804	1.6261	4.032	1.2987	1.96
valylglutamine	0.8548	0.3901	1.4125	2.3905	4.5467	1.5262	2.5947	3.2089	2.442	1.216	3.3011	1.2885	1.0427	0.4304	0.5971	1.4239	1.0074	2.1483	2.66	2.5588	0.9982	3.5884	1.4304	4.3744	0.8596	1.7544	2.0328	3.5937	0.6521	2.2444	3.2806	2.0551	4.6848	1.0018	1.1174
valylglycine	0.7696	0.8349	1.2534	1.8641	3.2146	1.2061	2.06	2.0017	1.931	1.1734	1.5454	0.8043	1.2578	0.4864	0.4821	1.2279	1.0558	0.8916	1.96	1.2841	0.8386	1.4571	1.1214	2.2317	0.8133	1.2739	1.1759	1.6095	0.9031	1.3333	2.1225	0.9684	1.8942	0.7213	0.9081
valylleucine	0.94	0.6318	1.6658	3.0508	4.0193	1.8036	2.3452	3.6466	4.07	1.8026	4.0919	1.1948	1.2851	0.6555	0.6918	2.4478	1.0771	0.3936	2.9548	3.1048	1.2887	2.6317	1.85	6.1372	1.3311	2.3252	1.9501	3.2225	1.1443	2.1188	3.8045	2.6254	4.5223	1.6056	1.4544
leucylglutamine*	0.7584	0.4704	1.9108	4.0413	6.3325	1.7774	3.4824	2.7753	4.0068	1.5541	4.4405	1.0486	1.5193	0.5775	0.4832	2.0614	1.4148	0.4222	2.9644	4.215	1.0585	3.7405	2.1216	5.837	1.4789	1.9114	1.7435	2.4094	0.9754	2.5861	4.2606	3.4282	4.6517	1.8456	1.2913
alanyl-glutamyl-meso-diaminopimelate	0.2649	0.2649	0.2649	0.2649	1.721	1.5014	0.7509	2.2495	1.4729	0.2649	1.1816	1.0738	0.4945	0.2649	0.2649	0.6009	0.2649	1.5136	0.5843	0.5011	0.3101	1.2885	0.5973	1.2449	0.2649	0.2649	0.2649	2.3155	0.2649	0.7165	0.5149	0.2649	1.8767	0.4314	0.2649
val-val-ala	1.1493	1.0841	1.686	2.812	3.395	1.9325	3.4558	1.5782	3.0575	2.8166	3.064	0.8858	2.7985	1.0	0.9191	2.2854	2.0433	0.2536	3.7893	2.2712	2.2457	1.9155	2.0426	3.3881	1.4544	2.2763	1.8286	0.8853	1.6461	2.8963	2.2048	2.166	3.7195	1.6541	1.8062
phenylacetylalanine	4.3012	1.8037	1.6261	1.4824	1.625	1.938	1.9799	1.3437	1.0722	1.7274	1.4826	5.5627	2.0081	1.6008	2.4583	11.954	9.5379	4.7363	1.4562	1.2131	2.547	1.8156	2.5718	0.6684	1.1277	2.1798	9.4943	2.8637	3.7917	1.3837	1.4135	1.0868	1.3257	1.8352	2.2127
phenylacetylglutamine	0.4889	0.3901	0.5471	0.3901	0.8883	0.3901	0.3901	0.978	0.6737	0.4041	0.6591	0.7859	0.3901	0.3901	0.3901	0.3901	0.699	2.4872	0.3901	0.3901	0.3901	1.74	0.3901	0.3901	0.3901	0.3901	1.1344	0.9577	0.3901	0.3901	4.7712	0.3901	3.3011	0.3901	0.3901
phenylacetylglycine	0.2896	0.2896	0.2896	1.4157	1.5084	0.8338	1.2586	2.716	1.0	0.2896	1.0554	0.8842	0.2896	0.2896	0.2896	0.6046	0.615	2.2344	0.2896	2.752	0.2896	1.1187	0.2896	0.2896	0.2896	0.2896	0.7751	0.2896	0.2896	0.902	2.6052	0.2896	1.4886	0.2896	0.2896
4-hydroxyphenylacetylglycine	0.3172	0.2048	0.2048	4.6348	2.9534	0.8752	1.6305	5.69	3.8424	0.2048	1.7606	1.7096	0.2048	0.2048	0.2048	0.8236	3.4371	8.6942	0.5582	2.5113	0.352	1.0074	0.617	0.7865	0.849	0.5864	0.9109	1.0976	0.8566	0.9926	8.1162	0.5192	2.3603	0.2048	0.2048
phenylacetyltaurine	0.253	0.253	0.253	0.253	0.9626	0.253	0.253	2.0403	1.0374	0.253	1.285	0.253	0.253	0.253	0.253	0.253	18.8422	1.1078	0.253	0.8691	0.253	1.0	0.253	0.253	0.253	0.253	4.8592	0.7987	0.253	0.5609	0.6512	2.3812	1.0381	0.5959	0.253
N,N-dimethyl-pro-pro	0.5889	0.1432	0.4782	5.642	60.0429	0.995	0.1432	7.2106	6.2194	1.0321	4.3819	2.2306	0.1432	0.1786	0.4998	0.9402	0.1432	5.3744	0.839	2.4668	0.1432	6.2405	0.1432	2.0165	0.1432	0.1432	0.1432	5.9304	0.1432	1.1999	36.953	1.0167	0.864	0.9807	0.5304
glucose	0.6327	0.2845	1.1308	8.0789	2.8865	4.4241	5.0279	5.5556	9.2866	1.6009	7.4909	3.7516	4.2879	2.0712	0.7003	1.4759	0.9839	2.1574	1.8547	6.893	0.8949	10.4582	3.9662	3.2598	4.0772	2.3527	1.9408	6.6759	2.658	5.0842	1.283	3.1054	2.5679	1.9256	2.1729
pyruvate	1.0	2.5801	0.8784	1.6535	1.1331	0.8836	1.726	1.0312	1.0907	1.8763	0.8757	0.8796	2.19	1.495	1.6801	1.8613	1.0435	0.4913	0.8763	1.3101	0.925	0.5421	1.4548	1.3167	1.4423	0.9025	1.3481	1.6018	1.3115	0.5465	1.048	1.7157	0.9366	0.83	1.1212
lactate	1.277	0.8289	1.516	3.0893	16.3338	0.8182	14.8234	5.0274	20.5541	0.9382	6.3633	2.1161	0.6169	1.0916	0.959	1.216	0.4225	0.887	1.2433	9.0948	1.1701	6.7082	1.3883	6.0444	1.1553	1.8013	2.9664	2.4861	0.8842	3.0663	0.9459	1.3322	6.2227	1.1347	1.5495
glycerate	0.5807	0.797	0.8439	2.3738	1.1368	2.8667	3.0531	1.1342	1.5068	0.5836	2.6241	5.9324	0.774	0.5492	0.762	1.6402	1.3413	5.949	3.0832	2.1673	1.9045	3.3443	1.3231	1.7293	0.6703	0.7858	5.4564	3.4775	1.0001	2.5765	4.9003	1.0323	1.7094	1.8699	1.1352
ribose	0.8475	1.3094	0.5137	1.3972	1.2597	1.9766	1.7882	0.9807	1.6616	1.2816	1.4166	1.6525	1.0461	1.4771	0.6443	0.9975	1.0796	2.0023	1.2346	1.1418	0.9933	1.7929	0.9713	1.0446	1.1464	1.3217	1.7826	1.0749	1.0362	1.6431	0.9027	0.6057	1.3261	1.0005	1.2904
ribonate	0.1629	0.7415	0.9172	3.1153	14.0087	1.3559	2.1029	4.2536	1.4314	0.1629	2.1638	2.3522	0.3763	0.653	0.7284	2.0134	0.4906	0.9861	1.7143	4.7451	0.1629	4.0643	2.3854	2.2993	0.3284	0.7516	1.273	1.7876	0.4816	1.0599	15.8782	2.3306	1.3493	0.5003	1.2684
xylose	1.0053	2.0537	0.9081	2.1494	0.0338	1.4977	1.0733	1.7952	4.9326	1.5504	1.6509	1.2142	0.8617	1.074	0.6797	0.7584	0.6514	0.0338	0.8488	1.5054	0.4927	0.8946	1.3861	1.5356	0.9351	0.8782	0.7712	0.8661	0.6635	1.516	0.3833	1.1286	0.0338	1.8462	0.0338
arabinose	0.7201	0.7546	1.0281	1.8469	3.6932	1.464	1.8444	1.5995	4.927	0.4852	3.1139	1.5176	0.5633	0.6748	0.592	1.0562	0.6835	0.1196	0.7733	1.9894	0.5878	1.3373	1.0886	1.8855	1.1351	1.287	0.6125	1.4866	1.2035	2.0824	0.5085	1.7349	3.6126	1.7806	2.5244
arabonate/xylonate	0.5747	1.1835	1.0006	4.3171	2.3261	0.8391	2.6678	3.4751	1.5149	0.5929	1.956	1.5784	0.6165	0.6987	1.0776	2.3668	0.2133	0.5682	1.4216	2.5568	0.552	2.1376	1.4864	2.5105	0.4396	0.4795	1.1836	2.2295	0.5873	0.8708	16.0603	2.1149	0.4543	0.7745	1.3906
sedoheptulose	0.2608	0.2608	0.2608	2.0	0.2608	2.785	1.9345	0.8759	1.6977	0.2608	1.9673	3.2784	0.2608	0.3943	0.2608	0.5583	0.6043	2.0243	2.0455	2.2666	0.8076	1.9319	0.9404	2.0772	0.2608	1.0338	2.8988	2.0417	0.2608	2.2527	1.6017	1.2309	1.2675	0.7439	0.5779
lyxonate	0.2653	1.2474	1.6221	5.5345	6.9315	2.1795	4.0107	5.2656	2.1342	0.8775	3.7492	4.3396	1.1242	0.8928	1.0547	2.5007	1.0872	1.1422	2.4872	4.701	0.3679	3.0411	2.1226	4.7205	0.4452	1.3004	1.709	3.0719	0.709	1.311	20.124	3.9989	2.1388	1.0178	1.376
maltotetraose	0.079	0.079	0.079	9.4539	0.079	2.0168	5.1497	4.3892	6.6575	0.5142	8.2986	1.3712	2.1905	1.5581	0.079	0.079	0.079	0.7141	1.0268	7.0629	0.5781	14.7338	2.6165	2.812	2.9363	0.743	0.079	8.2617	1.8644	3.5619	0.079	4.1083	3.9108	0.6842	0.7703
maltotriose	2.0054	1.4938	2.4933	7.9474	0.9355	2.3223	3.5596	2.0683	5.7618	1.2021	5.263	3.3237	5.6884	1.5866	0.9162	1.4691	1.1593	2.5558	2.2673	5.4248	2.8883	7.3253	3.7052	2.5143	4.415	2.5089	0.2469	5.4565	5.5848	4.6939	1.0578	3.0347	3.4633	1.4316	1.5141
maltose	1.7874	1.2404	1.9152	5.6103	2.3855	2.987	3.0778	3.3482	7.3741	1.4401	3.8314	3.1618	3.8919	1.3984	1.3422	1.8849	1.2666	1.1853	2.309	4.3423	1.6514	4.1931	2.9938	2.3404	3.3958	2.1344	2.1721	3.5085	3.637	4.4999	2.8443	2.1921	4.4657	1.2625	3.2411
fructose	0.7317	0.7384	0.7373	3.604	2.456	3.757	4.2428	1.7152	3.419	1.3337	4.4019	3.3233	1.0799	0.8096	0.7378	1.051	0.9018	4.1713	2.6657	3.2853	1.0077	5.1598	1.762	2.9911	1.1065	1.4726	3.0468	3.2697	1.101	3.7298	1.8033	1.4268	2.9146	3.0706	1.2137
mannose	0.9599	0.5366	0.9643	2.8526	6.0721	3.3126	2.6139	1.0478	3.1867	1.3544	2.7472	2.7945	1.1886	1.2964	0.9381	1.2279	0.8097	1.5829	1.7065	2.3661	1.0695	3.5155	1.828	2.0096	0.8431	1.9747	2.6506	1.8656	1.0	1.9519	1.3398	1.1488	1.781	1.6035	1.7191
fucose	0.2686	0.5877	1.2058	1.9217	5.9426	2.3283	1.9261	3.2966	3.9556	2.4496	2.7952	1.3125	0.419	0.6393	0.6139	0.6292	0.2426	2.3266	0.7135	2.4786	0.3812	1.666	1.241	0.9796	0.6416	1.3131	2.1162	0.8823	0.357	0.8255	5.175	1.189	0.8703	0.3686	0.7751
glucuronate	2.5595	0.9435	1.717	1.1934	3.9153	2.8527	1.6801	1.2821	1.8921	1.2765	1.4554	0.7852	0.9064	1.0015	1.6402	1.0175	1.9151	3.5626	0.8784	0.6364	2.8788	2.644	0.7087	0.7431	1.4605	1.5687	2.8675	0.9985	1.7109	1.6164	1.5845	0.547	1.5695	1.3378	0.7064
N-acetylglucosamine 6-sulfate	0.1643	0.1643	4.3572	3.4054	13.788	0.9547	0.1643	0.1643	3.9527	0.1643	2.3104	0.1643	0.1643	0.1643	0.699	0.1643	0.3586	0.8591	0.1643	2.7031	0.1643	6.5712	0.9595	0.1643	0.1643	0.8841	2.7785	0.1643	0.1643	0.1643	1.0405	0.1643	0.3092	0.1643	4.5058
N-acetylneuraminate	0.7095	0.4218	1.7345	1.9094	3.641	1.8921	1.7477	8.2606	4.5855	0.5156	2.1691	4.4773	0.6333	0.5171	1.2732	1.704	0.5787	3.9093	1.8807	2.637	0.8963	2.6564	1.6373	1.3772	0.8871	0.9278	6.5872	3.9187	0.5106	1.5925	9.9931	0.7454	1.4601	1.1248	1.6441
N-acetylmuramate	0.8553	1.1244	1.0388	1.5479	0.8946	2.0078	1.7475	1.3011	2.5514	1.4667	1.5138	1.055	1.5388	0.9214	0.6734	0.5887	0.7554	1.5696	1.5986	0.9568	0.8141	2.1992	1.261	1.7058	1.0884	1.747	1.3575	1.1686	0.6163	1.4117	1.4605	1.4852	1.6748	0.559	1.6186
N-propionyl-D-glucosamine	1.2014	0.6761	0.5713	1.2851	2.021	1.2783	1.1989	2.8188	1.4321	1.2308	1.0789	2.6732	0.6194	1.0136	0.314	0.8721	0.5164	5.5346	0.9254	0.9773	0.8566	3.6607	0.7977	0.9705	0.8222	0.9785	1.7832	2.0143	0.3181	1.4467	1.0798	0.9671	1.0	0.1497	1.208
N-acetylglucosaminylasparagine	0.0721	0.0721	0.4683	6.491	7.0545	2.7408	5.8739	2.4037	1.1564	0.0721	4.4087	0.0721	4.9391	0.0721	0.0721	0.0721	0.1918	5.6636	4.267	1.3364	0.0721	12.9628	1.4673	1.6766	2.0844	2.3196	0.5515	3.044	0.0721	2.5576	5.094	0.4342	4.8356	0.0721	2.1399
erythronate*	0.5618	2.3062	1.2742	4.1542	2.8321	1.3582	4.0506	1.9356	1.8018	1.4036	2.3155	1.1435	0.7152	1.0144	1.0258	1.6952	0.3369	0.5143	2.3614	2.8289	0.4038	0.8845	2.0532	3.2054	0.2269	0.9856	1.2704	1.5902	0.5997	1.2452	3.4729	1.3992	0.7139	0.6335	2.6346
N-acetylglucosamine/N-acetylgalactosamine	0.5746	0.3378	1.3644	1.7082	6.7652	2.3762	1.2438	2.956	3.4868	1.8616	2.3076	2.9782	0.6388	0.4981	0.7364	0.4913	0.4099	4.1576	0.5498	1.9347	0.5345	4.3282	1.0662	0.7884	0.7513	1.1413	2.8949	1.7795	0.1477	0.8246	2.1394	1.1264	1.0541	0.4847	2.1674
N-glycolylneuraminate	0.4393	0.1931	3.5515	2.3253	1.7078	1.7881	2.4775	4.3466	3.4366	1.1306	3.239	3.6243	0.2176	0.1529	0.8647	0.2522	0.6967	3.2298	0.4712	2.7038	0.507	2.3444	1.1689	1.8779	0.9283	0.9961	3.7056	2.7374	0.1852	1.375	4.841	1.3838	2.7645	0.2734	3.1101
N6-carboxymethyllysine	0.5537	1.1471	1.0329	0.8326	0.9086	1.1973	1.0587	0.7013	1.0026	0.9671	1.1692	1.2446	1.1694	1.0395	0.3572	0.4814	0.9402	0.8042	1.2012	0.8709	0.9974	1.205	0.9511	0.984	0.9133	0.4948	0.2906	1.3188	0.9325	1.0116	2.2134	0.1674	0.7849	0.7208	1.0662
citrate	1.0963	0.9919	0.663	1.0471	0.5025	0.8186	1.0612	1.0815	0.5448	1.0334	0.8264	1.0983	0.9037	0.8216	0.9637	1.0	1.45	1.0846	0.0615	0.9317	0.7409	0.6976	0.914	0.8629	1.2949	0.9341	0.0615	1.2766	0.7757	0.0615	0.6649	1.2094	0.0615	0.6903	1.0479
alpha-ketoglutarate	3.2375	0.9268	1.6883	1.1996	1.2846	0.7244	0.9302	1.8607	1.4781	0.4914	1.5568	3.1069	1.487	0.5034	1.3745	2.1512	3.2592	4.452	1.6529	1.2543	3.9826	1.8315	0.8563	1.1602	1.4094	0.5987	4.2789	2.1987	1.9428	1.4834	5.383	0.3663	2.6663	1.4041	1.2698
succinylcarnitine (C4-DC)	0.0796	0.0796	0.8904	1.9031	6.7714	0.4683	0.0796	16.1704	3.6538	0.3079	0.991	2.3463	0.0796	0.0796	0.0796	2.5304	2.1419	2.7567	0.0796	0.5097	0.6546	5.0766	0.4853	0.2837	0.8704	0.0796	8.5507	2.5776	0.8728	0.8485	5.7204	0.4056	0.8636	1.6839	0.0796
succinate	0.666	0.9974	1.4682	5.1115	33.2114	3.7991	17.6123	3.6233	2.4547	1.1805	3.9153	2.6002	0.4707	0.7885	0.6799	4.9315	1.1683	3.8403	2.7513	1.0047	1.8075	18.2933	2.9299	3.3379	0.5763	2.4686	3.1655	3.8402	0.695	3.5613	4.7197	0.9412	3.1172	1.1055	1.9527
fumarate	0.8696	0.6983	2.8771	1.2412	1.0665	1.7821	1.5747	1.6048	0.9489	0.9328	1.3214	3.6506	0.5386	0.8008	0.5973	1.9828	1.0357	6.0392	1.4974	2.2542	1.2259	2.6202	1.419	1.9228	0.788	1.1656	3.3061	3.2392	0.9643	2.0953	1.3796	1.3244	1.3347	1.8368	1.1223
malate	3.3333	1.6358	3.3557	1.1638	1.0854	2.1959	1.0823	0.3329	0.3328	1.364	1.3387	4.1036	1.87	2.0545	2.0037	2.1955	3.032	3.9605	2.1732	0.8285	3.8775	2.5311	1.6771	0.6882	1.8306	1.6778	4.5905	1.6738	2.4873	2.622	1.6773	0.5262	1.1727	2.1045	2.4772
tricarballylate	0.1693	0.1693	1.6956	3.0801	0.1693	0.1693	3.5402	0.7874	0.1693	1.4825	0.1693	0.1693	0.1693	0.1693	0.1693	1.4402	0.1693	1.2066	1.7665	0.9369	2.4945	5.0743	1.292	0.9325	0.1693	1.2446	2.8697	1.2716	0.1693	2.1191	11.9714	0.1693	0.1693	0.1693	0.1693
2-methylcitrate/homocitrate	5.0397	1.0	1.8763	0.1031	1.0364	1.9188	0.7016	0.611	0.8773	1.819	0.5646	2.2661	1.8354	1.6003	1.9842	3.9978	2.1544	2.2801	1.2084	0.1031	9.4193	2.5076	1.6895	1.1262	0.7835	0.1031	3.8647	1.1468	2.8724	2.0201	0.6838	0.2268	0.5865	0.8485	3.5079
phosphate	0.6529	1.0008	0.8427	1.7473	2.1322	1.0537	1.9783	0.9256	2.7448	1.167	1.6593	0.7814	1.3042	0.9015	0.8635	0.8816	0.8551	0.7897	1.2976	1.4604	1.0567	3.0159	0.93	1.7617	1.0498	1.0096	0.8702	0.7636	1.0536	1.0538	2.7926	1.0525	1.6263	0.8625	1.1048
malonylcarnitine	0.6468	0.8739	0.7741	2.7067	0.8937	1.0272	1.6102	5.0959	1.6824	0.693	0.824	5.7074	0.7599	0.9576	0.7215	5.2421	3.7927	1.998	0.7174	0.528	1.0819	0.8379	1.9653	0.6711	1.0022	0.7845	6.9338	2.8374	4.0808	1.0765	0.9658	0.7926	0.8367	1.4913	0.5991
malonate	1.3567	0.8098	1.1198	3.7634	5.2447	2.1905	3.1644	2.3637	2.1604	1.2778	1.3466	1.3466	1.1449	0.5502	0.7584	1.6153	1.2463	1.4281	1.8973	3.5582	0.7821	3.8084	3.0462	2.8348	0.7407	1.0137	1.357	2.1593	1.2501	1.5537	6.1322	1.4183	2.1099	0.7097	1.6991
butyrate/isobutyrate (4:0)	2.3782	2.3848	3.6275	1.2068	0.6984	2.6765	2.4489	0.7488	0.5276	2.4727	2.3766	2.1577	2.5386	2.4058	2.186	2.1189	1.8602	1.8943	2.0366	2.7846	2.2023	2.3711	2.9338	1.7969	2.0318	3.7336	2.6485	2.6656	2.0197	2.3475	0.3857	1.6588	1.6105	1.9458	2.6545
valerate (5:0)	6.3065	7.7461	9.8834	19.3011	0.1909	20.238	3.4019	0.3678	1.1447	17.5378	0.9875	5.1883	25.5583	4.2453	4.5407	7.8376	2.5659	1.6092	8.699	2.431	4.8176	0.4614	8.5178	0.8794	1.6813	7.638	7.188	0.7899	2.03	3.2368	0.8662	0.4531	0.6485	4.0016	9.1448
caproate (6:0)	4.7921	5.2638	3.3639	13.5422	0.19	17.7289	1.1287	0.3246	0.4275	17.7434	0.5235	0.7875	26.1444	2.2214	2.4639	8.8496	1.7484	1.6809	5.8915	1.0532	1.7644	0.398	3.3338	0.7963	1.0	3.1656	1.9134	0.681	1.4459	1.0251	0.8364	0.3713	0.8442	1.2351	9.3022
heptanoate (7:0)	1.566	1.4581	1.1417	1.652	0.3933	1.5875	0.7643	0.5274	0.5034	1.712	0.7369	0.896	2.1623	1.2894	1.0506	1.2299	0.8324	0.6318	0.9998	0.6137	0.7623	0.702	0.9679	0.6656	0.9315	1.1618	1.0794	1.638	0.8623	0.9417	0.8569	0.6517	0.8343	0.7362	1.6958
caprylate (8:0)	1.0	0.7485	0.7633	0.6947	0.2786	0.7396	0.6296	0.4349	0.3601	0.9099	0.6161	0.861	0.6262	0.9186	0.7851	0.7812	0.5101	0.9331	0.9373	0.8765	0.6766	0.6409	0.9949	0.8128	0.4397	0.6642	0.6113	0.8176	0.3551	0.7521	0.8926	0.6376	0.5809	0.7633	1.371
pelargonate (9:0)	1.1498	1.0487	1.0984	1.0045	0.7029	0.9049	0.9492	0.9453	0.8599	0.9496	0.748	1.2409	1.0395	0.9048	0.7917	1.1273	0.8943	1.115	0.8546	0.7254	0.881	0.8627	0.9304	0.704	0.8749	0.8637	0.9127	0.9421	0.9793	1.0	1.1967	0.8213	1.0	1.0001	1.2152
caprate (10:0)	1.2164	0.8358	0.85	0.7484	0.515	0.8047	0.7209	0.5989	0.5594	0.9838	0.8178	0.8189	0.7232	0.932	0.9407	0.7877	0.6947	0.8526	0.7256	0.8141	0.7795	0.8154	0.8967	0.8262	0.5836	0.8944	0.7045	0.7435	0.5009	0.9318	0.7926	0.6947	0.7007	1.0	1.0433
5-dodecenoate (12:1n7)	0.9357	1.4719	0.7192	0.91	2.8386	2.6216	0.1091	1.3569	0.1091	2.6614	0.2203	0.3965	1.5105	0.9426	1.1387	0.1091	0.6407	1.3365	1.4091	0.1091	0.51	1.3599	0.8891	0.1091	0.916	0.8866	1.1245	0.1091	0.1091	0.1833	1.0228	0.3803	0.1091	0.2401	0.3963
myristoleate (14:1n5)	1.3183	1.3198	1.0391	0.8428	0.823	1.1437	0.7567	0.5315	0.6302	1.1422	0.8665	1.2709	0.9043	1.1423	0.9171	1.1382	0.4246	0.9792	0.7431	0.6136	0.6975	0.5771	0.9957	0.769	0.8267	0.9821	0.6847	0.7562	0.8955	0.6161	1.0016	0.6539	0.6768	0.5687	1.0537
palmitoleate (16:1n7)	1.9268	0.8105	0.8274	0.631	0.5688	0.6909	0.5752	0.6636	0.6155	0.748	0.9824	1.233	0.7264	0.786	0.6724	0.7426	0.7864	1.6929	0.6577	0.605	0.8009	0.9824	1.0846	0.8972	0.8619	0.9046	1.0398	1.2769	0.8316	0.8181	1.3154	0.9454	0.7395	0.716	0.6541
